recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc,Type II Label
1621,1999gi, ,N 3184,154.5725,41.423333333333325,17.0,592.0,.SBT5.,14.6,=,II,154.5693333333333,41.441222222222216,R.Kushida,Type II
1014,1995bc, ,LEDA2163910,147.92999999999998,40.31,,14390.0, ,18.5,>,II,147.93124999999998,40.31405555555555,Mueller,Type II
703,1989U, ,U 5295,148.22499999999997,42.84833333333333,52.0,4787.0,.SBS3.,17.0,>,II,148.219125,42.86216666666666,Mueller,Type II
2199,2002bx, ,I 2461,139.98999999999998,37.19166666666666,90.0,2260.0,.S..3.,16.4,>,II,139.97912499999998,37.20238888888888,"Ganeshalingam, Li +; Boles",Type II
955,1994ak,*,N 2782,138.52249999999998,40.115,47.0,2562.0,.SBT1P,15.9,>,IIn,138.50612499999997,40.10597222222221,Kushida,Type II
2559,2003da, ,U 4992,140.95,42.18333333333333,90.0,4152.0,.S..5.,15.9,>,II,140.94816666666665,42.18016666666666,Boles,Type II
1851,2001ag, ,M 08-18-9,143.6325,46.46166666666666,44.0,8004.0,.SB...,18.2,>,II,143.6292083333333,46.46074999999999,"Puckett, Peoples",Type II
889,1993E, ,KUG0940+495,145.93999999999997,49.29666666666666,,, ,19.0,>,II,145.93395833333332,49.2988611111111,Pollas,Type II
2810,2004T, ,U 6038,164.03999999999996,47.39333333333333,36.0,6437.0,.S..3.,17.5,>,II,164.04279166666663,47.39541666666666,"Graham, Swift, Li+",Type II
1349,1998bv, ,HS1035+4758,159.6075,47.71,,1596.0, ,17.1,>,IIPec,159.60712499999997,47.710138888888885,"Kniazev, Engels, Pustilnik, Ugryumov, Masegosa",Type II
1090,1996bu, ,N 3631,170.25999999999996,53.17166666666666,34.0,1156.0,.SAS5.,17.6,>,IIPec,170.2470833333333,53.20233333333333,Kushida,Type II
502,1980D, ,N 3733,173.75749999999996,54.85166666666666,71.0,1185.0,.SBS5.,14.5,=,IIP,173.7423333333333,54.8821111111111,Wild,Type II
489,1978H, ,N 3780,174.84749999999997,56.26999999999999,36.0,2399.0,.SAS5*,16.5,>,II,174.84862499999997,56.26691666666666,Wild,Type II
883,1992bt, ,N 3780,174.84749999999997,56.26999999999999,36.0,2399.0,.SAS5*,16.0,>,IIP,174.8323333333333,56.27108333333332,"Treffers, Leibundgut, Filippenko, Richmond",Type II
1463,1999ab, ,LEDA2453358,156.24999999999997,53.87499999999999,,9400.0, ,18.3,>,II,156.25266666666664,53.87694444444444,Schwartz,Type II
1439,1999D, ,I  694,172.12749999999997,58.55833333333332,50.0,3064.0,DSB.7.,15.3,>,II,172.11829166666664,58.56080555555555,"Qiu, Qiao, Hu",Type II
891,1993G, ,N 3690,172.14,58.56499999999999,47.0,3121.0,DSB.9P,17.2,>,II,172.1393333333333,58.55866666666666,"Treffers, Leibundgut, Filippenko, Richmond",Type II
1835,2001Q, ,U 6429,171.32999999999998,63.72999999999999,21.0,3726.0,.SAT5.,18.3,>,II,171.33237499999998,63.72099999999999,Li +,Type II
1791,2000fa, ,U 3770,108.8725,23.42833333333333,,6378.0,.I..9.,15.8,>,II,108.87449999999998,23.42844444444444,"Friedman, Li +",Type II
2197,2002bv, ,U 4042,117.5,30.024999999999995,40.0,8292.0,RSBR3*,17.8,>,IIn,117.50470833333333,30.025611111111107,"Martin, Li +",Type II
2705,2003ir, ,U 3726,107.78,25.915,67.0,7657.0,.S..3.,18.0,>,II,107.78408333333331,25.91527777777777,"Ganeshalingam, Li+",Type II
746,1990ag, ,ANON,113.20499999999998,32.90666666666666,,16189.0,.S....,19.0,>,IIPec,113.20583333333332,32.90444444444444,Pollas,Type II
1300,1998Y, ,N 2415,114.235,35.24166666666666,,3784.0,.I..9$,18.3,>,II,114.23720833333331,35.243333333333325,"Li, Modjaz, Treffers, Filippenko",Type II
1614,1999gb, ,N 2532,122.5625,33.95666666666666,36.0,5260.0,.SB.5.,15.5,>,IIn,122.55708333333332,33.958277777777774,Lick Observatory Supernova Search,Type II
2827,2004ak, ,U 4436,127.45749999999998,48.78,78.0,7214.0,.S..4.,17.6,>,II,127.44820833333333,48.77302777777777,"Singer, Pugh, Li+",Type II
1682,2000au, ,M 08-15-14,118.28749999999998,50.13,38.0,5776.0,.SB.3.,17.5,>,II,118.28499999999998,50.12647222222221,"Puckett, Langoussis",Type II
2528,2003bv, ,M 07-15-015,110.5475,40.46833333333333,52.0,13419.0,.SB.1.,16.8,>,II,110.54966666666664,40.46708333333333,Boles,Type II
2939,2004es, ,U 3825,110.8875,41.435,24.0,8281.0,.SB.4.,17.5,>,II,110.89425,41.42730555555555,"Pugh, Park, Li+",Type II
1278,1998C, ,U 3825,110.8875,41.435,24.0,8281.0,.SBS4.,17.9,>,II,110.89429166666665,41.43449999999999,"Qiao, Qiu, Li, Hu",Type II
2342,2002hk, ,M +07-15-6,106.80499999999998,44.81666666666666,48.0,5751.0,.S..2.,17.9,>,II,106.80854166666666,44.81283333333333,"Ganeshalingam, Li+",Type II
1430,1998fa, ,U 3513,100.7175,41.42166666666666,68.0,7358.0,.S..5.,18.0,>,IIb,100.71462499999998,41.42191666666666,"Li, Halderson, Modjaz, Shefler, King, Papenkova, Treffers, Filippenko",Type II
2168,2002as, ,U 3418,93.11,44.438333333333325,30.0,6743.0,.SBT3.,17.8,>,II,93.104375,44.438,Weisz +,Type II
1418,1998en, ,U 3645,106.0,50.68166666666666,90.0,6385.0,.S..4.,18.2,>,II,106.00020833333332,50.67499999999999,"Li, Modjaz, Halderson, Shefler, King, Papenkova, Treffers, Filippenko",Type II
876,1992bm, ,LEDA2374060,113.32999999999998,50.47333333333333,,15000.0, ,18.0,>,II,113.32866666666663,50.46927777777777,Mueller,Type II
1424,1998et, ,LEDA2570576,104.82999999999998,57.743333333333325,,11934.0, ,18.0,>,IIn,104.82808333333332,57.744722222222215,Mueller,Type II
2266,2002em, ,U 3430,93.95499999999998,64.42999999999999,72.0,4059.0,.S....,18.0,>,II,93.96791666666664,64.43030555555555,Armstrong,Type II
1795,2000fe, ,U 4870,138.7325,46.90333333333333,70.0,4218.0,.SB.5.,16.1,>,II,138.72979166666664,46.90055555555555,"Schwartz, Li, Filippenko +",Type II
2483,2003ab, ,U 4930,139.79999999999998,48.96833333333333,43.0,8818.0,.S..5.,17.6,>,II,139.80524999999997,48.96919444444444,Boles,Type II
2481,2003Z, ,N 2742,136.89,60.47999999999999,61.0,1289.0,.S..5.,16.5,>,II,136.88524999999998,60.48819444444444,"Qiu, Hu",Type II
1837,2001S, ,U 5491,152.99249999999998,58.865,59.0,9100.0,.S..3.,17.0,>,II,152.98833333333332,58.86747222222221,"Puckett, Sehgal",Type II
2766,2003la, ,M 10-15-89,157.58749999999998,61.26333333333333,43.0,9233.0,.S..2.,18.0,>,II,157.58420833333332,61.26347222222221,Boles,Type II
2781,2003lp, ,U 6711,176.12499999999997,69.72999999999999,55.0,2702.0,.S?...,16.9,>,II,176.11904166666665,69.73183333333333,"Puckett, Toth",Type II
1647,2000L, ,U 5520,153.75249999999997,65.13999999999999,53.0,3315.0,.SB.5.,17.5,>,II,153.75758333333332,65.13430555555554,Puckett,Type II
1340,1998bm, ,I 2458,140.37249999999997,64.23666666666666,66.0,1534.0,.S..0.,17.4,>,II,140.37704166666666,64.24038888888887,"Li, Modjaz, Treffers, Filippenko",Type II
894,1993J, ,N 3031,148.89,69.06666666666666,61.0,-34.0,.SAS2.,10.8,=,IIb,148.85416666666666,69.02024999999999,Garcia,Type II
2829,2004am, ,N 3034,148.96749999999997,69.67999999999999,68.0,203.0,.S?...,16.0,>,II,148.9442083333333,69.67724999999999,"Singer, Pugh, Li+",Type II
1225,1997di, ,U 4015,116.9525,62.32333333333332,44.0,5709.0,.SBS5.,18.1,>,II,116.93520833333332,62.32755555555555,"Qiu, Qiao, Li, Hu, Esamdin",Type II
2748,2003ki, ,M 11-10-034,117.89249999999998,63.92833333333333,52.0,7495.0,.SB...,18.0,>,IIb,117.88849999999998,63.93099999999999,Boles,Type II
2416,2002kg, ,N 2403,114.20999999999998,65.60166666666666,60.0,131.0,.SB.5.,19.0,>,IIn,114.257625,65.57480555555554,"Schwartz, Li +",Type II
2904,2004dj, ,N 2403,114.20999999999998,65.60166666666666,60.0,131.0,.SB.5.,11.3,>,IIP,114.32091666666663,65.59938888888888,Itagaki,Type II
1951,2001ee, ,N 2347,109.01749999999998,64.71166666666666,47.0,4421.0,PSAR3*,17.0,>,II,109.01725,64.70544444444444,Armstrong,Type II
2124,2002A, ,U 3804,110.64499999999998,71.59833333333333,53.0,2887.0,.S..5.,16.6,>,IIn,110.64916666666664,71.59488888888887,"Qiu, Hu",Type II
2679,2003hr, ,N 2551,126.20999999999998,73.41166666666666,48.0,2344.0,.SAS0.,16.8,>,II,126.16275,73.4064722222222,Boles,Type II
1214,1997cx,*,N 3057,151.41249999999997,80.28499999999998,51.0,1524.0,.SBS7.,14.2,=,II,151.4059583333333,80.29099999999998,Schwartz,Type II
2763,2003kx, ,U 4078,121.07999999999998,84.64166666666665,90.0,1860.0,.S..4.,16.8,>,II,121.05145833333331,84.64091666666666,Armstrong,Type II
1786,2000ev, ,U 3500,101.9825,84.16333333333333,81.0,4388.0,.S..5.,16.2,>,IIn,101.96666666666664,84.16727777777777,Manzini,Type II
906,1993X, ,N 2276,111.80249999999998,85.75499999999998,30.0,2410.0,.SBT5.,16.3,>,II,111.91916666666664,85.77397222222221,"Treffers, Filippenko, Leibundgut, Paik, Lee, Richmond",Type II
2901,2004dg, ,N 5806,225.0025,1.8916666666666664,60.0,1359.0,.SB.3.,17.0,>,II,224.99566666666664,1.890444444444444,"De_Pasquale, F.Guerri, G.Guerri, Cristofanelli, Romanelli, Vagnozzi",Type II
633,1987B, ,N 5850,226.7825,1.5449999999999997,40.0,2556.0,.SBR3.,15.0,=,IIn,226.7624583333333,1.5036666666666665,Evans,Type II
1048,1996ae,*,N 5775,223.49,3.543333333333333,79.0,1681.0,.SB.5.,16.5,>,IIn,223.4992083333333,3.529527777777777,"Vagnozzi, Piermarini, Russo",Type II
1842,2001X, ,N 5921,230.485,5.069999999999999,44.0,1480.0,.SBR4.,14.5,>,II,230.48104166666664,5.0618333333333325,"Fan, Qiu, Hu",Type II
2812,2004V, ,LEDA1527482,222.73,17.21833333333333,,12591.0, ,18.0,>,II,222.73054166666665,17.220166666666664,"Graham, Swift, Li+",Type II
2877,2004ci, ,N 5980,235.3775,15.78833333333333,74.0,4092.0,.S..5.,17.5,>,II,235.37391666666664,15.786888888888887,"Armstrong; Park, Foley+",Type II
1854,2001aj, ,U10243,242.6225,19.95333333333333,24.0,7937.0,.SBT5*,17.1,>,II,242.6259583333333,19.95033333333333,"Weisz, Li +; Pozzoli; Sala",Type II
1720,2000cg, ,U10121,239.94,18.801666666666662,54.0,8830.0,.SBT4.,18.6,>,II,239.93966666666665,18.80361111111111,Lick Observatory Supernova Search,Type II
1220,1997dd,*,N 6060,241.4675,21.485,60.0,4439.0,.SBT5.,16.4,>,IIPec,241.443,21.48730555555555,Aoki,Type II
1373,1998ct,*,U10062,237.79999999999995,21.94333333333333,62.0,7789.0,.SB.5*,16.1,>,IIn,237.798625,21.94333333333333,Schwartz,Type II
2651,2003gp, ,U10160,240.9775,25.01,71.0,9967.0,.SB.1.,18.6,>,II,240.981125,25.006888888888884,"Graham, Weisz, Li+",Type II
2498,2003aq, ,N 5490C,212.5275,17.616666666666664,38.0,5464.0,.SB.4.,18.0,>,II,212.53016666666664,17.618138888888886,Boles,Type II
2830,2004an, ,I 4483,220.08,16.685,74.0,8979.0,.S..3.,18.1,>,II,220.08154166666665,16.684388888888886,"Singer, Li+",Type II
2900,2004df, ,LEDA1659119,227.09,21.879999999999995,,6182.0, ,18.1,>,II,227.08604166666663,21.87647222222222,Boles,Type II
665,1988Q, ,LEDA2054836,248.335,34.806666666666665,50.0,6595.0,.S....,18.7,>,II,248.33616666666663,34.80580555555555,Pollas,Type II
2791,2004A, ,N 6207,250.765,36.83333333333333,68.0,852.0,.S..5.,15.7,>,II,250.75791666666663,36.83680555555555,Itagaki,Type II
1732,2000cs, ,M 07-34-15,245.885,39.12166666666666,,10574.0, ,17.7,>,IIPec,245.8843333333333,39.12474999999999,Puckett,Type II
1207,1997cq,*,U10420,247.4625,39.76666666666666,41.0,9610.0,.SB.3.,19.2,>,IIPec,247.46191666666664,39.75563888888888,McDonald Observatory Supernova Search Team,Type II
1733,2000ct, ,ANON,255.2675,33.48,,8949.0, ,16.9,>,IIn,255.26516666666663,33.479166666666664,"Puckett, Sehgal, Newton",Type II
1706,2000bs, ,U10710,256.72,43.12166666666666,79.0,8387.0,.S..3.,17.1,=,II,256.72779166666663,43.11158333333333,Lick Observatory Supernova Search,Type II
1841,2001W, ,M 07-34-134,250.3125,39.28999999999999,48.0,9186.0,DS..9.,17.0,>,II,250.312875,39.29569444444444,"Puckett, Marcus, George",Type II
2449,2002ln, ,LEDA3130147,249.855,41.79333333333333,,42574.0, ,22.5,>,II:,249.853875,41.79138888888888,European Supernova Cosmology Consortium,Type II
2448,2002lm, ,ANON,249.7675,42.35833333333333,,83942.0, ,22.9,>,II,249.7674583333333,42.35891666666666,European Supernova Cosmology Consortium,Type II
2667,2003hf, ,U10586,252.7025,45.40166666666666,27.0,9384.0,.S..3.,17.7,>,II,252.7015833333333,45.4005,"Graham, Pugh, Li+",Type II
1730,2000cq, ,U10354,245.3425,40.81,43.0,8946.0,.SBS5.,19.3,>,II,245.33891666666665,40.802722222222215,Lick Observatory Supernova Search,Type II
1728,2000co, ,M 07-33-17,239.35,41.90333333333333,48.0,11590.0,.SB.5.,19.2,>,II,239.3524583333333,41.90055555555555,Puckett,Type II
2670,2003hi, ,M 07-33-016,239.1375,41.898333333333326,47.0,10690.0,.S..5.,18.1,>,II,239.1408333333333,41.89652777777777,Boles,Type II
1942,2001dv, ,M 09-27-71,251.2325,51.258333333333326,43.0,,.S....,18.5,>,II,251.2335,51.25716666666666,Puckett,Type II
2712,2003iy, ,N 6143,245.42499999999995,55.085,54.0,5310.0,.SB.4.,16.8,>,II,245.4300833333333,55.084777777777774,Itagaki,Type II
1848,2001ad, ,N 6373,261.0325,58.99499999999999,46.0,3320.0,.SBS5.,17.1,>,IIb,261.0100833333333,58.99780555555554,"Dong, Qiu, Hu",Type II
2922,2004eb, ,N 6387,262.1,57.545,,8499.0, ,17.0,>,II,262.10124999999994,57.54602777777777,"Park, Li+",Type II
1845,2001aa, ,U10888,262.49749999999995,60.35,66.0,6149.0,PSBR3.,18.0,>,II,262.4904583333333,60.35644444444444,Armstrong,Type II
838,1992aa, ,N 6464,266.4625,60.89333333333333,17.0,9937.0,.S..5.,18.0,>,II,266.44716666666665,60.89413888888888,Mueller,Type II
2719,2003jf, ,M 11-22-9,268.3875,64.17333333333332,55.0,10553.0,.S..7.,18.4,>,II,268.389375,64.17002777777778,Boles,Type II
1914,2001ct, ,ANON,201.185,27.25833333333333,,134907.0, ,23.4,>,II:,201.1859583333333,27.25755555555555,Subaru high-redshift supernova search group,Type II
1645,2000J, ,U 8510,202.8225,29.36833333333333,38.0,14368.0,.S..4.,18.5,>,II,202.81766666666664,29.375638888888886,"Puckett, George",Type II
1724,2000ck, ,I 4355,209.525,28.42333333333333,17.0,8056.0,.S..1.,17.0,>,II,209.525625,28.420277777777773,Puckett,Type II
693,1989K, ,N 5375,209.235,29.16333333333333,40.0,2386.0,.SBR2.,17.5,>,II,209.2540833333333,29.16683333333333,"Mueller, Brewer",Type II
610,1985L, ,N 5033,198.3675,36.59333333333333,70.0,875.0,.SAS5.,13.0,=,IIL,198.340625,36.60908333333333,Metlova,Type II
2002,2001gd, ,N 5033,198.365,36.59333333333333,70.0,875.0,.SAS5.,16.2,>,IIb,198.349625,36.63833333333333,Itagaki,Type II
2258,2002ee, ,N 5772,222.9125,40.6,65.0,4900.0,.SAR3.,18.4,>,II,222.9189583333333,40.610361111111104,"Puckett, Toth",Type II
2587,2003ed, ,N5303A,206.9375,38.30499999999999,60.0,1419.0,.S..5.,15.2,>,II,206.9390833333333,38.30561111111111,Itagaki,Type II
945,1994Y, ,N 5371,208.915,40.46166666666666,47.0,2558.0,.SBT4.,14.4,=,IIn,208.9038333333333,40.464888888888886,Wren,Type II
2692,2003ie, ,N 4051,180.79,44.53166666666666,27.0,700.0,.SB.4.,15.2,>,II,180.825625,44.52627777777777,Arbour,Type II
2196,2002bu, ,N 4242,184.3775,45.618333333333325,47.0,517.0,.SBS7.,14.8,>,IIn,184.40491666666665,45.6465,"Puckett, Gauthier",Type II
526,1981K, ,N 4258,184.7425,47.30499999999999,70.0,448.0,.SBS4.,16.0,>,II:,184.74775,47.32536111111111,"Hummel, Wild",Type II
758,1991G, ,N 4088,181.3975,50.54166666666666,70.0,757.0,.SBT5.,15.7,=,IIP,181.3702083333333,50.536583333333326,Mueller,Type II
1019,1996B, ,N 4357,185.9925,48.77833333333333,72.0,4122.0,.SA.4.,17.7,>,II,185.9858333333333,48.77833333333333,Gabrijelcic,Type II
2467,2003J, ,N 4157,182.77,50.48499999999999,90.0,774.0,.SB.3.,16.1,>,II,182.7400833333333,50.47561111111111,"R.Kushida; Puckett, Newton",Type II
1054,1996ak, ,N 5021,198.025,46.19666666666666,68.0,8250.0,.SB.3.,18.0,>,II,198.01841666666664,46.194,Buil,Type II
2203,2002cb, ,M 08-24-34,196.095,47.59666666666666,21.0,8856.0,.SB.5.,17.0,>,IIn,196.09979166666665,47.5981111111111,Boles,Type II
1938,2001dr, ,N 4932,195.6575,50.438333333333325,30.0,7088.0,.SAR5.,16.5,>,II,195.66291666666663,50.44430555555555,Gabrjelcic,Type II
943,1994W, ,N 4041,180.55,62.13833333333332,21.0,1234.0,.SAT4*,13.2,=,IIPec,180.54554166666665,62.14244444444444,"Cortini, Villi",Type II
1494,1999bg, ,I  758,181.055,62.50499999999999,52.0,1275.0,.SBT5.,15.5,>,II:,181.03041666666664,62.50033333333332,Lick Observatory Supernova Search,Type II
969,1995J, ,U 7700,188.14,63.87666666666666,44.0,2971.0,.SBS7.,16.4,>,II,188.15975,63.88588888888888,Johnson,Type II
2485,2003ad, ,LEDA2263541,224.1125,45.353333333333325,,10493.0, ,17.8,>,II,224.1169583333333,45.35255555555555,"Puckett, Newton",Type II
1540,1999df, ,P54081,227.235,52.44666666666666,,11392.0, ,17.5,>,II,227.2355,52.44808333333333,"Puckett, Siegert",Type II
2070,2001it, ,M 09-25-15,226.5425,53.40999999999999,30.0,10330.0,.S..5.,17.4,>,II,226.53916666666663,53.411555555555545,Boles,Type II
1436,1999A, ,N 5874,226.965,54.75333333333332,48.0,3128.0,.SBT5.,18.2,>,II,226.9803333333333,54.76111111111111,"Modjaz, Halderson, Shefler, King, Papenkova, Li, Treffers, Filippenko",Type II
1907,2001cm, ,N 5965,233.51,56.68666666666666,90.0,3412.0,.S..3.,16.2,>,II,233.52791666666664,56.6906111111111,"Jiang, Qiu",Type II
1098,1996cc, ,N 5673,217.8775,49.95833333333333,87.0,2082.0,.SB.5.,14.0,>,II,217.86854166666663,49.96216666666666,Sasaki,Type II
2636,2003ga, ,ANON,215.6375,52.38166666666666,,86940.0, ,23.3,>,II,215.6385,52.38138888888888,"Astier, Pritchet, Canada-France-Hawaii Telescope (CFHT) Legacy Survey Supernova Project",Type II
2614,2003fe, ,ANON,214.33,52.24499999999999,,125913.0, ,22.9,>,II,214.32966666666664,52.24549999999999,"Astier, Pritchet, Canada-France-Hawaii Telescope (CFHT) Legacy Survey Supernova Project",Type II
1192,1997cb, ,ANON,214.48,52.31666666666666,,83942.0, ,23.7,>,II:,214.480875,52.31683333333333,High-Z Supernova Search Team,Type II
73,1951H, ,N 5457,210.8025,54.34833333333333,0.0,241.0,.SBT5.,17.5,>,II:,210.98041666666663,54.36138888888888,Humason,Type II
355,1970G, ,N 5457,210.8025,54.34833333333333,0.0,241.0,.SBT5.,11.4,=,IIL,210.7534583333333,54.24244444444444,Lovas,Type II
7,1909A, ,N 5457,210.8025,54.34833333333333,0.0,241.0,.SBT5.,13.5,=,II:,210.51291666666663,54.466111111111104,Wolf,Type II
2881,2004cm, ,N 5486,211.855,55.103333333333325,53.0,1390.0,.S..9.,18.8,>,II,211.854,55.10305555555555,SDSS Collaboration,Type II
2932,2004el, ,M 09-25-4,224.97,54.618333333333325,61.0,7885.0,.S..5.,16.8,>,II,224.965875,54.61830555555555,Arbour,Type II
2580,2003dv, ,U 9638,224.545,58.871666666666655,,2271.0,.I....,16.2,>,IIn,224.5205,58.88052777777777,"Schwartz, Holvorcem+",Type II
1486,1999ay, ,LEDA2584401,221.185,58.92999999999999,,11992.0, ,18.0,>,II:,221.18275,58.92841666666666,Wise Observatory Optical Transients Search,Type II
1923,2001dc, ,N 5777,222.825,58.97666666666666,90.0,2145.0,.S..3.,18.3,>,IIP,222.81754166666664,58.98416666666666,Armstrong,Type II
1846,2001ab, ,N 6130,244.89,57.615,51.0,5137.0,.SB.4*,17.4,>,II,244.895125,57.618194444444434,"Aazami, Li +",Type II
2501,2003at, ,M 11-20-23,249.6975,66.01833333333333,30.0,7195.0,.S..3.,17.2,>,II,249.6992083333333,66.02324999999999,Armstrong,Type II
1217,1997da, ,I 1216,243.98,68.35,32.0,7615.0,.S..5.,17.0,>,II,243.979,68.34813888888888,Schwartz,Type II
781,1991ae, ,M 11-19-18,237.1475,68.09833333333333,40.0,8795.0,.SB.3.,18.0,>,IIPec,237.14791666666665,68.10083333333333,Mueller,Type II
2263,2002ej, ,N 6324,256.355,75.40666666666665,59.0,4866.0,.S..4.,17.5,>,II,256.34425,75.40672222222221,"Puckett, Kerns",Type II
2816,2004Z, ,M 10-19-85,203.0675,60.39333333333333,,6933.0,.S....,18.5,>,II,203.07241666666664,60.39538888888888,Boles,Type II
1437,1999B, ,U 7189,182.8275,74.80833333333332,57.0,1682.0,.S..7.,16.9,>,II,182.817125,74.80191666666666,Schwartz,Type II
2280,2002fa, ,ANON,313.09,2.145,,17988.0, ,19.3,>,II,313.09075,2.144972222222222,Wood-Vasey et al.,Type II
2686,2003hy, ,I 5145,328.595,15.156666666666665,60.0,7355.0,.S..2.,16.6,>,II,328.5946666666666,15.160499999999995,Boles,Type II
1975,2001fc, ,U11683,317.11249999999995,18.191666666666663,78.0,5025.0,.S..5.,16.9,>,II,317.1110833333333,18.187666666666665,"Puckett, Cox; Ganeshalingam, Li",Type II
2915,2004du, ,U11683,317.11249999999995,18.191666666666663,78.0,5025.0,.S..5.,17.1,>,IIP,317.11045833333327,18.189916666666665,"Singer, Li+",Type II
2867,2004by, ,N 7116,325.67,28.946666666666665,69.0,3532.0,.S..5.,18.9,>,IIPec,325.6745,28.947388888888884,Armstrong,Type II
257,1964H, ,N 7292,337.1075,30.28833333333333,,986.0,.IB.9.,14.8,>,II:,337.10025,30.289805555555557,Gates,Type II
164,1959D, ,N 7331,339.2674999999999,34.41499999999999,68.0,816.0,.SAS4.,13.4,=,IIL,339.257375,34.41891666666666,Humason,Type II
2656,2003gu, ,U12331,345.74749999999995,34.72666666666666,50.0,5794.0,.S..5.,17.2,>,II,345.74770833333326,34.722111111111104,Armstrong,Type II
2740,2003ka, ,M 06-50-020,345.93249999999995,34.98333333333333,30.0,5761.0,.S..5.,18.0,>,IIPec,345.9303333333333,34.98063888888888,"Singer, Beutler, Li+",Type II
1374,1998cu, ,I 1525,359.81499999999994,46.88999999999999,47.0,5022.0,.SB.3.,18.1,>,II,359.8039583333333,46.8755,"Li, Modjaz, Treffers, Filippenko",Type II
1927,2001dg, ,C 513-10,332.56249999999994,36.655,59.0,6143.0,.S..5.,17.5,>,II,332.5553333333333,36.65394444444444,Armstrong,Type II
1761,2000dw, ,U11955,333.4525,39.236666666666665,61.0,5366.0,.S..5.,17.5,>,II,333.45441666666665,39.23752777777777,BAO Supernova Survey,Type II
1997,2001fy, ,U11922,332.225,40.34833333333333,32.0,,.S..5.,18.4,>,II,332.22512499999993,40.34730555555555,LOTOSS,Type II
1919,2001cy, ,U11927,332.36499999999995,40.99,41.0,4478.0,.SB.3.,16.0,>,II,332.36566666666664,40.98791666666666,"Ganeshalingam, Modjaz, Li +",Type II
2910,2004dp, ,LEDA 214782,323.47,41.85166666666666,,, ,18.2,>,II,323.46779166666664,41.85038888888889,"Puckett, Peoples",Type II
2917,2004dw, ,U11394,285.9025,27.606666666666666,90.0,4226.0,.S..5.,17.2,>,II,285.90937499999995,27.61513888888889,"Puckett, Newton",Type II
2933,2004em, ,I 1303,292.87499999999994,35.876666666666665,53.0,4465.0,.S..5.,17.5,>,II,292.879625,35.871027777777776,Armstrong,Type II
1935,2001do, ,U11459,294.345,40.70499999999999,50.0,3124.0,.S..6.,15.8,>,II:,294.34591666666665,40.70674999999999,"Modjaz, Li +",Type II
2249,2002dv, ,U11486,297.4525,50.69666666666666,62.0,7923.0,.S..5.,18.7,>,II,297.453,50.69924999999999,"Beutler, Li+",Type II
2260,2002eg, ,U11486,297.4525,50.69666666666666,62.0,7923.0,.S..5.,17.5,>,IIb,297.446875,50.69822222222221,Sanders,Type II
1510,1999bx, ,N 6745,285.4225,40.745,,4544.0,T.....,15.7,>,II:,285.4226666666666,40.74786111111111,Lick Observatory Supernova Search,Type II
2250,2002dw, ,U11376,283.55999999999995,48.92833333333333,55.0,6528.0,.S..5.,18.9,>,II,283.56354166666665,48.927027777777774,"Weisz, Li+",Type II
860,1992aw, ,LEDA2387415,286.725,51.04666666666666,,10793.0, ,18.0,>,II,286.7299583333333,51.04863888888888,Mueller,Type II
2841,2004ay, ,U11255,277.23999999999995,51.65166666666666,90.0,9723.0,.S..5.,18.1,>,IIn,277.239875,51.64880555555555,Boles,Type II
2339,2002hh, ,N 6946,308.72,60.15333333333332,30.0,48.0,.SBT5.,15.0,=,II,308.68454166666663,60.12194444444444,Li+,Type II
11,1917A, ,N 6946,308.7175,60.15333333333332,30.0,48.0,.SBT5.,14.6,>,II,308.69541666666663,60.12491666666666,Ritchey,Type II
509,1980K, ,N 6946,308.7175,60.15333333333332,30.0,48.0,.SBT5.,11.6,=,IIL,308.8752916666666,60.1066111111111,Wild,Type II
2940,2004et, ,N 6946,308.72,60.15333333333332,30.0,48.0,.SB.5.,12.2,>,II,308.855625,60.12158333333333,Moretti,Type II
309,1968D, ,N 6946,308.7175,60.15333333333332,30.0,48.0,.SBT5.,13.5,>,II,308.7430416666666,60.159611111111104,"Wild, Dunlap",Type II
