recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc,Type II Label
721,1990H, ,N 3294,159.06749999999997,37.32333333333333,61.0,1586.0,.SAS5.,16.0,>,II,159.06283333333332,37.32422222222222,"Perlmutter, Pennypacker, et al.",Type II
657,1988I,*,LEDA 086944,155.295,35.66,84.0,11300.0,.S..5.,19.0,>,IIn,155.2967083333333,35.65841666666666,Pollas,Type II
1293,1998R, ,U 6271,168.65499999999997,30.314999999999998,71.0,2009.0,.S..1.,16.0,>,II,168.65429166666664,30.314361111111108,"Berlind, Carter",Type II
2209,2002ch, ,KUG1111+340,168.63499999999996,33.806666666666665,70.0,10193.0,.S..5.,18.4,>,II,168.63216666666665,33.80508333333333,"Puckett, Langoussis",Type II
2764,2003ky, ,N 4001,179.52749999999995,47.335,52.0,14090.0,.ES?..,17.4,>,II,179.52624999999998,47.33319444444444,Armstrong,Type II
1721,2000ch, ,N 3432,163.12999999999997,36.618333333333325,81.0,616.0,.SBS9.,17.4,>,IIn,163.1725,36.66902777777777,Lick Observatory Supernova Search,Type II
1583,1999ew, ,N 3677,171.575,46.975,41.0,7392.0,PSAR0*,16.5,>,II,171.57358333333332,46.97574999999999,Lick Observatory Supernova Search,Type II
1294,1998S,*,N 3877,176.53249999999997,47.49499999999999,82.0,895.0,.SAS5*,12.1,=,IIn,176.52575,47.48208333333333,Wan,Type II
1741,2000db, ,N 3949,178.42499999999998,47.85833333333333,55.0,800.0,.SAS4*,13.6,>,II,178.41562499999998,47.86294444444444,Aoki,Type II
936,1994P, ,U 6983,179.78749999999997,52.706666666666656,44.0,1082.0,.SBT5.,18.2,>,II,179.83783333333332,52.71638888888888,Sackett,Type II
191,1961F, ,N 3003,147.14999999999998,33.419999999999995,83.0,1478.0,.SB.4.,13.0,=,IIPec,147.1595833333333,33.42638888888889,Wild,Type II
2744,2003ke, ,M 06-22-009,146.46749999999997,34.684999999999995,66.0,6176.0,.SB.4.,18.2,>,IIn,146.47066666666666,34.683722222222215,"Swift, Foley, Li+",Type II
278,1965N, ,N 3074,149.9175,35.39166666666666,30.0,5144.0,.SXT5.,16.2,=,IIP,149.9238333333333,35.39552777777777,Rudnicki,Type II
