recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc,Type I Label
907,1993Y, ,U 2771,52.84749999999999,39.74166666666666,69.0,5989.0,.L....,17.1,>,Ia,52.85170833333333,39.750722222222215,Mueller,Type I
1969,2001ew, ,ANON,48.28,42.43666666666666,70.0,,.S....,17.0,>,Ia,48.28008333333333,42.43749999999999,Boles,Type I
911,1993ac, ,P17787,86.60249999999999,63.35833333333333,,14690.0, ,18.4,=,Ia:,86.59833333333331,63.3686111111111,Mueller,Type I
2360,2002ic, ,ANON,22.5125,21.885,,19786.0, ,17.8,>,Ia,22.510625,21.88525,"Wood-Vasey, Aldering, Nugent, Rudas",Type I
2358,2002ia, ,ANON,26.379999999999995,24.13833333333333,,21585.0, ,18.5,>,Ia,26.410499999999995,24.13552777777777,"Wood-Vasey, Aldering, Nugent, Rudas",Type I
568,1983R, ,I 1731,27.552499999999995,27.196666666666665,56.0,3503.0,.SBS5.,14.0,=,Ia,27.55458333333333,27.198611111111106,"Wild, Metlova",Type I
2972,2004fz, ,N  783,30.2775,31.88333333333333,48.0,5190.0,.S..5.,15.9,>,Ia,30.27670833333333,31.87894444444444,Boles; Arbour,Type I
2274,2002eu, ,LEDA 212843,27.427499999999995,32.62499999999999,,11280.0, ,17.4,>,Ia,27.43166666666666,32.628611111111105,"Weisz, Li+",Type I
2713,2003iz, ,U  638,15.522499999999996,26.951666666666664,,14453.0,..cD..,17.7,>,Ia,15.528124999999998,26.93925,"Beutler, Li+",Type I
2768,2003lc, ,U  934,20.8675,30.785,74.0,10494.0,.S..2.,17.0,>,Ia,20.85758333333333,30.787472222222217,"Puckett, Cox",Type I
998,1995am, ,C 501-16,11.96,29.96,0.0,5012.0,.L....,15.0,>,Ia,11.956041666666666,29.95744444444444,Lovas,Type I
183,1960P, ,U  673,16.54,31.404999999999998,71.0,6253.0,.SA.5?,17.5,>,I,16.54183333333333,31.406555555555556,Gomes,Type I
1749,2000dk, ,N  382,16.849999999999998,32.40333333333333,,5229.0,.E...*,15.9,=,Ia,16.848,32.40644444444444,Lick Observatory Supernova Search,Type I
984,1995Y, ,N  410,17.742499999999996,33.151666666666664,,5294.0,.E+...,15.5,>,I,17.74833333333333,33.14505555555555,Mueller,Type I
1410,1998ef, ,U  646,15.859999999999998,32.23499999999999,68.0,5319.0,.SB.4.,15.0,=,Ia,15.86195833333333,32.236777777777775,"Li, Modjaz, Halderson, Shefler, King, Papenkova, Treffers, Filippenko",Type I
1570,1999ej, ,N  495,20.7325,33.471666666666664,47.0,4114.0,PSBS0P,15.4,>,Ia,20.73908333333333,33.466111111111104,Lick Observatory Supernova Search,Type I
1960,2001en, ,N  523,21.335,34.025,77.0,4758.0,.S..3.,14.6,>,Ia,21.34525,34.02511111111111,"Hutchings, Li +; Beijing Astronomical Observatory",Type I
1934,2001dn, ,N  662,26.1475,37.69666666666666,50.0,5654.0,.S..5.,15.5,>,Ia,26.147166666666664,37.69713888888889,Boles,Type I
1949,2001ec, ,P74077,32.99999999999999,31.54333333333333,24.0,13599.0,.S..5.,17.8,>,Ia,33.00179166666666,31.5455,"Weisz, Li +",Type I
1939,2001ds, ,U 1654,32.537499999999994,36.705,56.0,10869.0,.S..5.,16.2,>,Ia:,32.53637499999999,36.705638888888885,"Boles; Hutchings, Li +",Type I
2281,2002fb, ,N  759,29.46,36.34333333333333,,4667.0,.E....,16.5,=,IaPec:,29.45375,36.34063888888888,"Weisz, Li+",Type I
2352,2002hu, ,M 06-6-12,34.575,37.465,34.0,8994.0,.S..5.,16.3,=,Ia,34.58358333333333,37.46633333333333,Boles,Type I
2908,2004dn, ,U 2069,38.905,37.63833333333333,55.0,3777.0,.SB.6.,17.5,>,Ic,38.90541666666666,37.631722222222216,"Graham, Li+",Type I
2056,2001if, ,M 06-06-43,37.255,38.09833333333333,74.0,11313.0,?L....,17.2,>,Ia,37.228875,38.09797222222222,Boles,Type I
1628,1999gp, ,U 1993,37.9175,39.37833333333333,84.0,8018.0,.S..3.,16.1,=,Ia,37.913125,39.38119444444444,Lick Observatory Supernova Search,Type I
27,1937D, ,N 1003,39.8175,40.87166666666666,76.0,626.0,.SAS5.,12.9,=,Ia,39.83749999999999,40.87222222222222,Zwicky,Type I
2329,2002gx, ,ANON,37.935,40.28,,23983.0, ,19.0,>,Ia,37.936208333333326,40.27763888888888,"Wood-Vasey, Aldering, Nugent",Type I
995,1995aj, ,ANON,37.155,41.935,,,.S....,20.0,>,Ia,37.15266666666666,41.93386111111111,Pollas,Type I
2941,2004eu, ,M 07-5-39,35.145,41.575,38.0,6493.0,.S..3.,17.3,>,Ic,35.14525,41.57180555555555,Boles,Type I
1954,2001eh, ,U 1162,24.565,41.65333333333333,47.0,11103.0,.SBR3.,16.5,>,Ia,24.550416666666663,41.65522222222221,Armstrong,Type I
2308,2002gc, ,U 1394,28.925,46.80333333333333,65.0,6388.0,.S..1.,17.3,>,IaPec,28.944,46.805388888888885,Boles,Type I
2059,2001ii, ,U  444,10.519999999999998,36.80499999999999,47.0,10664.0,.S..5.,18.6,>,Ic,10.522666666666666,36.8015,Li +,Type I
800,1991ay, ,LEDA2167368,11.8275,40.54333333333333,21.0,15000.0,.S....,18.5,>,Ia,11.829083333333331,40.54102777777777,Pollas,Type I
2408,2002jy, ,N  477,20.335,40.49,66.0,5876.0,.SB.5.,15.4,=,Ia,20.31770833333333,40.49875,Arbour; Vanmunster,Type I
1,1885A, ,N  224,10.685,41.26833333333333,74.0,-300.0,.SAS3.,5.8,=,IPec,10.679166666666664,41.26777777777777,Hartwig,Type I
2743,2003kd, ,U 2468,45.18999999999999,44.45166666666666,,9050.0,.S..0.,16.7,>,Ia,45.19083333333333,44.45361111111111,"Swift, Foley, Li+",Type I
1094,1996by, ,U 3379,89.60499999999999,68.46166666666666,59.0,4114.0,PSB.3.,16.1,>,Ia,89.60399999999998,68.45336111111111,BAO Supernova Survey,Type I
2069,2001is, ,N 1961,85.5225,69.37833333333333,47.0,3934.0,.SBT5.,17.6,>,Ib,85.53799999999998,69.36530555555555,"Qiu, Hu",Type I
1406,1998eb, ,N 1961,85.5225,69.37833333333333,47.0,3934.0,.SBT5.,17.8,>,Ia,85.55008333333332,69.3739722222222,"Li, Modjaz, Halderson, Shefler, King,  Papenkova, Treffers, Filippenko",Type I
1952,2001ef, ,I  381,71.11749999999999,75.63999999999999,43.0,2476.0,.SBT4.,16.1,>,Ic,71.11899999999999,75.64174999999999,Armstrong,Type I
1820,2001B, ,I  391,74.34249999999999,78.18833333333332,17.0,1556.0,.SAS5.,15.2,>,Ib:,74.33016666666666,78.18791666666665,"Xu, Li",Type I
2697,2003ij, ,U 3336,88.93749999999999,85.91499999999999,55.0,5511.0,.SB.3.,17.8,>,Ia,88.92158333333332,85.90602777777777,Boles,Type I
908,1993Z, ,N 2775,137.58499999999998,7.038333333333332,38.0,1354.0,.SAR2.,13.9,>,Ia,137.58166666666665,7.02786111111111,"Treffers, Filippenko, Leibundgut, Paik, Lee, Richmond",Type I
2789,2003ly, ,ANON,144.45749999999998,10.193333333333332,,, ,20.4,>,Ia,144.45804166666665,10.193916666666665,"Connolly, SDSS Collaboration",Type I
2880,2004cl, ,ANON,127.39,8.868333333333332,,33577.0, ,21.5,>,Ia,127.38945833333332,8.868166666666665,SDSS Collaboration,Type I
1480,1999as, ,ANON,139.12749999999997,13.65,,35975.0, ,18.3,>,Ia,139.12858333333332,13.65061111111111,Supernova Cosmology Project,Type I
887,1993C, ,N 2954,145.105,14.923333333333332,,3821.0,.E....,18.0,>,Ia,145.09924999999998,14.936555555555554,Pollas,Type I
2478,2003W, ,U 5234,146.70749999999998,16.04333333333333,47.0,6017.0,.S..5.,16.9,>,Ia,146.70616666666663,16.043777777777777,"Li, Weisz+",Type I
1481,1999at, ,LEDA1546995,155.7975,17.98333333333333,,8184.0,.E....,18.8,>,Ia,155.79708333333332,17.984999999999996,Supernova Cosmology Project,Type I
571,1983U, ,N 3227,155.87999999999997,19.86333333333333,55.0,1157.0,.SBS1P,13.1,=,Ia,155.87254166666665,19.8655,Pronik,Type I
2190,2002bo, ,N 3190,154.52249999999998,21.83333333333333,70.0,1271.0,.SAS1P,13.8,=,Ia,154.52712499999998,21.828166666666664,Cacella; Hirose,Type I
2223,2002cv, ,N 3190,154.52249999999998,21.83333333333333,70.0,1271.0,.SAS1P,16.6,>,Ia,154.5153333333333,21.835,"Larionov, Arkharov; Caratti, Di Paola, Dolci",Type I
2000,2001gb, ,P 28838,149.74999999999997,17.816666666666663,17.0,7714.0,.S..5.,16.8,>,Ia,149.754,17.82011111111111,"Schwartz, Li +",Type I
1977,2001fe, ,U 5129,144.49249999999998,25.495,62.0,4059.0,.S..1.,14.9,>,Ia,144.48774999999998,25.494861111111103,Armstrong,Type I
1474,1999am, ,P23575,126.03999999999998,12.121666666666664,,9612.0, ,17.8,>,Ia,126.04533333333332,12.116277777777777,Supernova Cosmology Project,Type I
2512,2003bf, ,LEDA 100775,122.11,12.331666666666663,,10068.0, ,17.2,>,Ia,122.10979166666664,12.332277777777776,"Wood-Vasey, Aldering, Nugent",Type I
922,1994B, ,LEDA1491962,125.17,15.73,30.0,26682.0,.S....,19.2,>,Ia,125.17049999999998,15.730138888888886,Pollas,Type I
2991,2004gs, ,M 03-22-20,129.6,17.631666666666664,,7988.0,.E....,17.1,>,Ia,129.5965833333333,17.62772222222222,"Park, Li+",Type I
2522,2003bp, ,N 2596,126.86,17.284999999999997,59.0,5938.0,.S..3.,17.8,>,Ib,126.865875,17.28736111111111,"Hutchings, Li+",Type I
1490,1999bc, ,U 4433,127.12749999999998,17.46833333333333,46.0,6299.0,.S..5.,18.9,>,Ic,127.12949999999998,17.47094444444444,"Supernova Cosmology Project, Near-Earth Asteroid Tracking project",Type I
187,1961B, ,I 2363,126.43999999999998,19.45,32.0,7616.0,.SBS4.,18.5,>,I,126.44216666666664,19.454111111111107,Humason,Type I
1462,1999aa, ,N 2595,126.92499999999998,21.48,41.0,4330.0,.SBT5.,14.8,=,IaPec,126.9255,21.487638888888885,Arbour,Type I
181,1960N, ,U 4399,126.53249999999998,21.455,75.0,4480.0,.S..7.,16.6,>,I,126.53324999999998,21.459027777777774,Gomes,Type I
1277,1998B, ,LEDA1568040,116.51,18.716666666666665,,13491.0, ,18.5,>,Ia,116.51079166666663,18.716805555555556,Mueller,Type I
180,1960M, ,N 2565,124.95,22.031666666666663,65.0,3582.0,PSB.4*,15.5,>,I,124.94766666666663,22.041361111111108,Gomes,Type I
2486,2003ae, ,LEDA1808334,142.09499999999997,27.445,,9593.0, ,17.1,>,Ia,142.09408333333332,27.444638888888885,"Wood-Vasey, Aldering, Nugent",Type I
1807,2000fq, , ,,,,209855.0, ,23.8,>,Ia,140.90699999999998,29.873888888888885,"Wittman, Becker, Margoniner, Tyson, Dell'Antonio, Loomba, Schommer",Type I
2353,2002hv, ,U 4974,140.5425,33.84833333333333,38.0,7023.0,.L....,18.6,>,Ia,140.5454583333333,33.83633333333333,"Schwartz, Li+",Type I
1616,1999gd, ,N 2623,129.6,25.75,77.0,5535.0,.S..1.,16.6,=,Ia,129.60254166666664,25.75919444444444,Lick Observatory Supernova Search,Type I
1877,2001bg, ,N 2608,128.8225,28.47333333333333,56.0,2135.0,.SBS3*,13.7,=,Ia,128.8285833333333,28.46827777777777,Boles,Type I
1568,1999eh, ,N 2770,137.39,33.12333333333333,79.0,1947.0,.SAS5*,17.5,>,Ib,137.38587499999997,33.12127777777777,Armstrong,Type I
1459,1999X, ,P25005,133.6325,36.51,,7503.0, ,16.3,=,Ia,133.63429166666666,36.51141666666666,Schwartz,Type I
770,1991S, ,U 5691,157.36499999999998,22.006666666666664,50.0,16489.0,.S..2.,17.8,=,Ia,157.36579166666664,22.012888888888885,Antezana,Type I
1832,2001N, ,N 3327,159.98999999999998,24.091666666666665,44.0,6303.0,.SAR3*,16.3,>,Ia,159.992,24.090555555555557,Chornock +,Type I
2861,2004bs, ,N 3323,159.91249999999997,25.32333333333333,58.0,5164.0,.SB.5.,16.7,>,Ib,159.91374999999996,25.32219444444444,Armstrong,Type I
2525,2003bs, ,ANON,157.43499999999997,25.62,,14990.0, ,17.7,>,Ia,157.43383333333333,25.619888888888884,"Wood-Vasey, Aldering, Nugent",Type I
1622,1999gj, ,N 3251,157.31999999999996,26.1,84.0,5086.0,.SB.5.,17.3,>,Ia,157.32999999999998,26.105611111111106,Armstrong,Type I
2187,2002bl, ,U 5499,153.0725,27.86166666666666,73.0,4753.0,.SB.3*,16.5,>,IcPec,153.07199999999995,27.86455555555555,Armstrong,Type I
2514,2003bh, ,ANON,150.02749999999995,28.28,,26682.0, ,19.9,>,Ia,150.02612499999998,28.28111111111111,"Wood-Vasey, Aldering, Nugent",Type I
820,1992G, ,N 3294,159.06749999999997,37.32333333333333,61.0,1586.0,.SAS5.,13.6,=,Ia,159.07716666666664,37.32055555555555,Sasaki,Type I
720,1990G, ,I 2735,170.26749999999998,34.34499999999999,86.0,10727.0,.S..2.,15.0,>,Ia,170.25499999999997,34.34777777777777,Mueller,Type I
2858,2004bp, ,M 06-25-014,167.46749999999997,37.00166666666666,64.0,8914.0,.S..1.,18.0,>,Ia,167.47187499999998,37.001777777777775,Armstrong,Type I
2343,2002hl, ,N 3665,171.18249999999998,38.76333333333333,36.0,2080.0,.LAS0.,16.3,>,Ia,171.16716666666665,38.76749999999999,Boles,Type I
261,1964L, ,N 3938,178.20749999999998,44.12333333333333,12.0,809.0,.SAS5.,13.6,=,Ib,178.20458333333332,44.12933333333333,Wild,Type I
1357,1998cd, ,LEDA2149500,161.265,39.42166666666666,,, ,17.5,>,Ia,161.2673333333333,39.420138888888886,Mueller,Type I
1177,1997bm, ,I  705,173.235,50.24166666666666,,2986.0, ,18.1,>,I:,173.23804166666665,50.24544444444444,Mueller,Type I
2798,2004H, ,I 708,173.49749999999997,49.06166666666666,,9497.0,.E....,17.6,>,Ia,173.49904166666664,49.06291666666666,"Swift, Burket, Graham, Foley, Li+",Type I
1936,2001dp, ,N 3953,178.45499999999998,52.32666666666666,62.0,1052.0,.SBR4.,14.4,>,Ia,178.43841666666663,52.34911111111111,"Migliardi, Dal Farra",Type I
2742,2003kc, ,M 05-23-37,146.64499999999998,30.65333333333333,52.0,10003.0,.SB.3.,18.1,>,Ia,146.64299999999997,30.655277777777773,"Burket, Li+",Type I
997,1995al, ,N 3021,147.73749999999998,33.55333333333333,55.0,1541.0,.SAT4*,13.4,=,Ia,147.73320833333332,33.552611111111105,"Pesci, Mazza",Type I
2217,2002cp, ,N 3074,149.9225,35.39333333333333,30.0,5144.0,.SXT5.,16.8,>,Ib/c,149.89979166666666,35.399277777777776,"Ganeshalingam, Li +",Type I
1115,1997C, ,N 3160,153.48,38.84166666666666,90.0,6795.0,.S..4.,17.3,>,Ib/c,153.4840833333333,38.81680555555555,BAO Supernova Survey,Type I
1964,2001er, ,U 5301,148.33749999999998,42.84499999999999,90.0,4841.0,.S..5.,17.2,>,Ia,148.3360833333333,42.84577777777777,"Puckett, George",Type I
1509,1999bw, ,N 3198,154.98,45.55,73.0,663.0,.SBT5.,17.3,=,Ib:,154.94504166666664,45.52638888888888,Lick Observatory Supernova Search,Type I
2577,2003ds, ,M 08-19-17,154.74249999999998,46.453333333333326,,, ,18.0,>,Ic,154.743125,46.45430555555555,"Graham, Li, Schwartz, Holvorcem+",Type I
2739,2003jz, ,U 5225,146.61999999999998,45.75166666666666,,4906.0, ,16.0,>,Ia,146.6194583333333,45.75130555555555,Armstrong,Type I
2189,2002bn, ,P35620,173.1675,52.95,58.0,7919.0,TSB.0.,16.3,>,Ia,173.16266666666664,52.94838888888888,Armstrong,Type I
1318,1998aq, ,N 3982,179.11749999999998,55.12499999999999,30.0,1109.0,.SBR3*,12.4,=,Ia,179.10754166666663,55.12822222222221,Armstrong,Type I
235,1963J, ,N 3913,177.66249999999997,55.35166666666666,21.0,954.0,PSAT6.,13.3,=,Ia,177.6595833333333,55.35041666666666,"Zwicky, Wild",Type I
495,1979B, ,N 3913,177.66249999999997,55.35166666666666,21.0,954.0,PSAT6.,12.3,=,Ia,177.6808333333333,55.35916666666666,Rosino,Type I
1646,2000K, ,M 09-19-191,176.95,56.01833333333333,56.0,16000.0,.L....,17.1,>,Ia,176.95866666666663,56.01702777777777,"Sala, Puckett, George",Type I
1852,2001ah, ,U 6211,167.62749999999997,55.17,32.0,16788.0,.SB.4.,17.4,>,IaPec,167.62429166666664,55.16083333333333,"Puckett, Peoples",Type I
815,1992B, ,LEDA2503967,169.03499999999997,55.49,51.0,16489.0,.S....,17.8,>,Ia,169.0414583333333,55.49186111111111,Pollas,Type I
2793,2004C, ,N 3683,171.88249999999996,56.87666666666666,69.0,1716.0,.SB.5.,14.0,>,Ic,171.87383333333332,56.88005555555555,"Dudley, Fischer",Type I
1517,1999ce, ,ANON,172.21499999999995,57.13499999999999,,23399.0, ,18.3,>,Ia,172.21487499999998,57.13444444444443,Lick Observatory Supernova Search,Type I
1251,1997ei,*,N 3963,178.74499999999998,58.493333333333325,24.0,3188.0,.SBT4.,16.3,>,Ic,178.74991666666665,58.490666666666655,Aoki,Type I
927,1994G, ,ANON,154.86249999999998,50.87166666666666,,127411.0, ,21.8,>,I,154.86116666666663,50.8721111111111,"Perlmutter, Pennypacker, et al.",Type I
765,1991N, ,N 3310,159.69249999999997,53.50166666666666,17.0,993.0,.SBR4P,14.1,=,Ib/c,159.6932083333333,53.50130555555555,"Perlmutter, Pennypacker, et al.",Type I
930,1994J, ,P29040,150.40249999999995,54.58333333333333,47.0,16908.0,.SB...,19.0,>,Ia,150.40316666666664,54.58238888888888,Pollas,Type I
2181,2002bf, ,C 266-031,153.92499999999998,55.66666666666666,47.0,7254.0,.SBR3*,16.6,>,Ia,153.92629166666666,55.66852777777777,"Martin, Li +",Type I
1295,1998T,*,N 3690,172.14,58.56499999999999,47.0,3121.0,DSB.9P,14.0,>,Ib,172.13816666666665,58.56213888888888,Wan,Type I
2549,2003cq, ,N 3978,179.04249999999996,60.52166666666666,24.0,9978.0,.SB.4.,17.0,>,Ia,179.05899999999997,60.52202777777777,Arbour,Type I
2836,2004at, ,M 10-16-037,164.69499999999996,59.48666666666666,68.0,6935.0,.S..3.,17.2,>,Ia,164.68824999999998,59.48666666666666,"Pugh, Burket, Li+",Type I
748,1990ai,*, ,,,,, ,19.5,>,Ib/c,110.04333333333332,21.90555555555555,Pollas,Type I
1956,2001ej, ,U 3829 NED01,110.92999999999998,33.44166666666666,41.0,4059.0,DS..1.,16.5,>,Ib,110.930125,33.443888888888885,Dimai,Type I
1638,2000C, ,N 2415,114.235,35.24166666666666,,3784.0,.I..9$,14.8,>,Ic,114.23745833333332,35.24366666666666,"Foulkes, Migliardi",Type I
2345,2002hn, ,N 2532,122.5625,33.95666666666666,36.0,5260.0,.SBT5.,16.8,>,Ic,122.56229166666664,33.95538888888888,"Hutchings, Li+",Type I
2116,2001kn, ,LEDA2295674,128.04,47.29166666666666,,40172.0, ,19.9,>,Ia,128.04104166666664,47.291,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))",Type I
2121,2001ks, ,LEDA2090731,119.19499999999998,36.98833333333333,,23384.0, ,18.7,>,Ia,119.19374999999998,36.98805555555555,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))",Type I
2519,2003bm, ,U 4226,121.84,40.398333333333326,47.0,7907.0,.S..5.,18.0,>,Ic,121.84529166666664,40.39563888888888,Boles,Type I
923,1994C, ,M 08-15-23,119.1675,44.86999999999999,,15060.0,.S....,17.8,>,Ia,119.16779166666664,44.872027777777774,Mueller,Type I
1815,2000fy, ,LEDA2301259,120.80249999999998,47.61333333333333,,35196.0, ,19.5,>,Ia,120.80254166666666,47.61380555555555,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))",Type I
