recno,SN,n_SN,Gname,RAG,DEG,Gi,GVhel,Gtype,mag,l_mag,Type,RA2000,DE2000,Disc
1515,"1999cc", ,"N 6038",240.66999999999996,37.35999999999999,27,9392,".S..5.",16.1,>,"Ia",240.67512499999998,37.35955555555555,"Schwartz"
872,"1992bi", ,"ANON",242.55249999999995,39.78666666666666,,137305,".S..9?",22.0,>,"Ia",242.55337499999996,39.78686111111111,"Pennypacker, Perlmutter, et al."
1730,"2000cq", ,"U10354",245.34249999999997,40.809999999999995,43,8946,".SBS5.",19.3,>,"II",245.33891666666662,40.802722222222215,"Lick Observatory Supernova Search"
2788,"2003lx", ,"LEDA2175550",244.83999999999997,41.089999999999996,,11351," ",18.5,>,"Ia",244.84024999999997,41.089888888888886,"Connolly, SDSS Collaboration"
258,"1964I", ,"ANON",245.77499999999998,41.21666666666666,,,".SB.3.",18.0,>," ",245.77941666666663,41.23663888888888,"Kowal"
786,"1991aj", ,"M 07-34-84",247.43499999999997,41.776666666666664,30,9422,".S..5.",18.0,>,"Ia",247.4370833333333,41.778611111111104,"Pollas"
1728,"2000co", ,"M 07-33-17",239.34999999999997,41.90333333333333,48,11590,".SB.5.",19.2,>,"II",239.3524583333333,41.90055555555555,"Puckett"
959,"1994ao", ,"ANON",241.09749999999997,43.06499999999999,,148800,".S..0.",28.1,>," ",241.0970833333333,43.06555555555555,"Gal-Yam, Sharon, Maoz"
1017,"1995bf", ,"ANON",241.08499999999998,43.078333333333326,,295326,".S..3.",26.2,>," ",241.08499999999998,43.07888888888888,"Gal-Yam, Sharon, Maoz"
2670,"2003hi", ,"M 07-33-016",239.13749999999996,41.898333333333326,47,10690,".S..5.",18.1,>,"II",239.1408333333333,41.89652777777777,"Boles"
1911,"2001cq", ,"ANON",241.32749999999996,43.19499999999999,,59958," ",22.8,>,"Ia:",241.32791666666662,43.195027777777774,"Subaru high-redshift supernova search group"
2885,"2004cq", ,"U 9882",232.83249999999998,40.28166666666666,90,6595,".S..5.",17.5,>,"Ia",232.8323333333333,40.28113888888888,"SDSS Collaboration"
142,"1955S", ,"I 4566",234.17999999999998,43.53999999999999,50,5774,".S..2.",17.5,>," ",234.1692083333333,43.54388888888888,"Mueller"
2903,"2004di", ,"U10097",238.92999999999998,47.86666666666666,38,5962,".L....",16.8,>,"Ia",238.9208333333333,47.863611111111105,"Armstrong; Arbour"
1937,"2001dq", ,"I 1222",248.78749999999997,46.213333333333324,44,9224,".SBS5.",18.8,>,"Ic:",248.79562499999997,46.21402777777777,"Modjaz, Li +"
2678,"2003hq", ,"M 08-30-027",248.41999999999996,50.37499999999999,27,11992,".S..3.",17.1,>,"Ia",248.42041666666663,50.37713888888888,"Armstrong"
1942,"2001dv", ,"M 09-27-71",251.23249999999996,51.258333333333326,43,,".S....",18.5,>,"II",251.23349999999996,51.25716666666666,"Puckett"
1818,"2000gb", ,"LEDA2524591",263.11999999999995,56.07333333333332,,36698," ",20.4,>,"Ia",263.1189166666666,56.07374999999999,"Madgwick"
2122,"2001kt", ,"LEDA3131703",244.30499999999998,48.474999999999994,,31116," ",19.9,>,"Ia",244.3058333333333,48.47436111111111,"Madgwick, Hewett, Mortlock, Wang (Sloan DigitalSky Survey (SDSS))"
2445,"2002lj", ,"ANON",244.83249999999995,53.16499999999999,,41971," ",19.7,>,"Ia",244.83187499999997,53.16505555555555,"European Supernova Cosmology Consortium"
2712,"2003iy", ,"N 6143",245.42499999999995,55.084999999999994,54,5310,".SB.4.",16.8,>,"II",245.4300833333333,55.084777777777774,"Itagaki"
2581,"2003dw", ,"M 10-24-51",251.46999999999997,59.621666666666655,62,9003,".SB.3.",16.7,>,"Ia",251.46291666666664,59.627222222222215,"Rich"
1848,"2001ad", ,"N 6373",261.03249999999997,58.99499999999999,46,3320,".SBS5.",17.1,>,"IIb",261.0100833333333,58.997805555555544,"Dong, Qiu, Hu"
1508,"1999bv", ,"M 10-25-014",260.66499999999996,60.00499999999999,47,5595,".S..5.",18.1,>,"I:",260.6697083333333,60.003583333333324,"Schwartz"
2922,"2004eb", ,"N 6387",262.09999999999997,57.544999999999995,,8499," ",17.0,>,"II",262.10124999999994,57.54602777777777,"Park, Li+"
1845,"2001aa", ,"U10888",262.49749999999995,60.349999999999994,66,6149,"PSBR3.",18.0,>,"II",262.4904583333333,60.356444444444435,"Armstrong"
1537,"1999da", ,"N 6411",263.8875,60.813333333333325,,3806,".E....",16.1,=,"Ia",263.8456666666666,60.81369444444444,"Lick Observatory Supernova Search"
838,"1992aa", ,"N 6464",266.4625,60.893333333333324,17,9937,".S..5.",18.0,>,"II",266.44716666666665,60.89413888888888,"Mueller"
2545,"2003cm", ,"U10590",252.73499999999996,59.71833333333333,21,3054,".SBR5.",19.4,>," ",252.72924999999998,59.72169444444444,"Papenkova, Li+"
2719,"2003jf", ,"M 11-22-9",268.3875,64.17333333333332,55,10553,".S..7.",18.4,>,"II",268.389375,64.17002777777778,"Boles"
2476,"2003U", ,"N 6365A",260.68249999999995,62.16666666666666,62,8496,".SB.5.",18.0,>,"Ia",260.69025,62.163999999999994,"Boles"
2228,"2002da", ,"ANON",201.14999999999998,21.334999999999997,,," ",18.8,>," ",201.1498333333333,21.33561111111111,"Wood-Vasey, Aldering, Nugent"
1913,"2001cs", ,"ANON",201.32249999999996,27.22333333333333,,122915," ",23.5,>,"Ia",201.32216666666665,27.223388888888884,"Subaru high-redshift supernova search group"
1914,"2001ct", ,"ANON",201.18499999999997,27.25833333333333,,134907," ",23.4,>,"II:",201.1859583333333,27.25755555555555,"Subaru high-redshift supernova search group"
2287,"2002fh", ,"ANON",201.44499999999996,27.57333333333333,,98932," ",22.4,>,"Ic:",201.44424999999998,27.572527777777776,"Supernova Cosmology Project, Subaru high-redshift supernova search group"
1912,"2001cr", ,"ANON",,,,," ",23.8,>,"Ia:",201.09462499999998,27.57608333333333,"Subaru high-redshift supernova search group"
1916,"2001cv", ,"ANON",201.39499999999998,27.616666666666664,,," ",24.1,>,"Ia",201.39516666666663,27.617388888888886,"Subaru high-redshift supernova search group"
2286,"2002fg", ,"ANON",201.10749999999996,27.74333333333333,,236836," ",23.7,>,"Ia:",201.10799999999998,27.742749999999997,"Supernova Cosmology Project, Subaru high-redshift supernova search group"
1915,"2001cu", ,"ANON",201.38749999999996,27.693333333333328,,150000," ",23.7,>,"Ia:",201.38637499999996,27.692888888888884,"Subaru high-redshift supernova search group"
2495,"2003an", ,"M 05-32-22",201.97249999999997,28.50833333333333,,11104,".E....",16.9,>,"Ia",201.97312499999998,28.508111111111106,"Weisz, Li+"
1645,"2000J", ,"U 8510",202.82249999999996,29.36833333333333,38,14368,".S..4.",18.5,>,"II",202.81766666666664,29.375638888888886,"Puckett, George"
1724,"2000ck", ,"I 4355",209.52499999999998,28.42333333333333,17,8056,".S..1.",17.0,>,"II",209.52562499999996,28.420277777777773,"Puckett"
693,"1989K", ,"N 5375",209.23499999999996,29.16333333333333,40,2386,".SBR2.",17.5,>,"II",209.2540833333333,29.16683333333333,"Mueller, Brewer"
717,"1990D", ,"ANON",205.85499999999996,29.109999999999996,,," ",20.0,>," ",205.85791666666663,29.11080555555555,"Pollas"
687,"1989E", ,"M 05-32-45",204.40749999999997,28.80333333333333,44,7918,".S..5.",18.6,>,"Ib",204.4108333333333,28.802777777777774,"Pollas"
919,"1993ak", ,"U 8685",205.78749999999997,30.334999999999997,44,10437,".SBR4.",16.5,>," ",205.79574999999997,30.336888888888886,"Meusinger"
935,"1994O", ,"MKN 268",205.29749999999999,30.37833333333333,55,11950,".S..2.",18.5,>,"Ia",205.29579166666664,30.378777777777774,"Pollas"
719,"1990F", ,"P48261",204.76249999999996,32.15666666666666,48,7654,".S..5.",18.7,>,"Ia",204.76154166666663,32.15588888888888,"Pollas"
692,"1989J", ,"LEDA1998867",205.23999999999998,32.48,,,".E....",18.5,>," ",205.2420833333333,32.47830555555555,"Pollas"
2574,"2003dp", ,"ANON",198.35249999999996,27.936666666666664,,," ",20.0,>," ",198.3509583333333,27.935916666666664,"Wood-Vasey, Aldering, Nugent, Kulkarni"
2573,"2003do", ,"ANON",195.87249999999997,27.319999999999997,,," ",19.9,>," ",195.87237499999998,27.319749999999996,"Wood-Vasey, Aldering, Nugent, Kulkarni"
216,"1962I", ,"M 05-31-112",195.72249999999997,27.516666666666662,,,".E....",17.2,=,"I:",195.7182083333333,27.519555555555552,"Berger"
768,"1991Q", ,"N 4926A",195.53499999999997,27.64833333333333,46,6902,".L...P",18.0,>," ",195.53179166666663,27.64891666666666,"Pollas"
162,"1959B", ,"N 4921",195.35999999999999,27.886666666666663,21,5482,".SBT2.",18.5,>,"Pec",195.3648333333333,27.873055555555553,"Humason"
609,"1985K", ," ",,,,," ",17.7,>," ",194.81749999999997,27.984444444444442,"Arganbright"
208,"1962A", ,"M 05-31-132",196.65249999999997,27.873333333333328,62,6248,".S..3.",15.4,=,"I",196.64816666666664,27.87494444444444,"Zwicky"
2595,"2003el", ,"N 5000",197.44749999999996,28.906666666666663,36,5608,".SB.4.",18.8,>,"Ic",197.44249999999997,28.905999999999995,"Papenkova, Li+"
411,"1973F", ,"N 4944",195.95749999999998,28.184999999999995,73,6989,".S..1.",15.8,=,"I",195.96666666666664,28.186388888888885,"Kohoutek"
1100,"1996ce", ,"P46184",199.06749999999997,30.264999999999997,40,14764,".S..1.",18.0,>," ",199.0644583333333,30.26461111111111,"Pollas"
1904,"2001cj", ,"U 8399",200.43999999999997,31.234999999999996,50,7265,".SBR3.",15.7,>,"Ia",200.436875,31.246833333333328,"Ganeshalingam, Li +"
2795,"2004E", ,"P46239",199.21249999999998,31.581666666666663,53,8936,".S..3.",16.1,>,"Ia",199.21416666666664,31.586611111111107,"Swift, Burket, Pugh, Foley, Filippenko, Li+"
228,"1963C", ,"M 05-31-32",194.44999999999996,27.88333333333333,,6941,"DE.3..",15.7,=,"I",194.44891666666663,27.88494444444444,"Zwicky"
238,"1963M", ,"M 05-31-35",194.48999999999998,28.061666666666664,41,8299,".S..5.",15.9,>," ",194.4904583333333,28.05955555555555,"Reaves"
779,"1991ac", ,"LEDA3094940",195.33249999999998,29.18333333333333,,18134," ",18.5,>," ",195.33016666666663,29.18333333333333,"Pollas"
2130,"2002G", ,"C 189-24",196.97749999999996,34.08666666666666,36,10114,".S?.2.",17.3,>,"Ia",196.98024999999998,34.085138888888885,"Swift, Li +"
971,"1995L", ,"N 5157",201.82249999999996,32.026666666666664,38,7322,".SBR1.",19.5,>,"Ia:",201.82641666666663,32.03130555555555,"Pollas"
655,"1988G", ,"LEDA1971096",202.67999999999998,31.91833333333333,,7012," ",15.8,>,"Ia",202.67874999999998,31.91666666666666,"Mueller, Phinney"
1518,"1999cf", ,"U 8539",203.37249999999997,33.04333333333333,67,7353,".SB.4.",15.8,>,"Ia",203.37379166666665,33.05636111111111,"Schwartz"
2806,"2004P", ,"U 8561",203.73749999999998,34.04333333333333,43,7120,".S..5.",16.3,>,"Ia",203.74066666666664,34.04269444444444,"Burket, Li+"
810,"1991bi", ,"N 5127",200.93749999999997,31.564999999999994,,4782,".E...P",18.5,>,"Ia",200.93324999999996,31.56419444444444,"Pollas"
712,"1989ad", ,"LEDA 083971",201.41249999999997,32.578333333333326,,15340," ",19.6,>," ",201.4123333333333,32.58102777777777,"Pollas"
2848,"2004bf", ,"U 8739",207.30999999999997,35.25666666666666,83,5032,".SB.5.",17.5,>,"Ic",207.31437499999998,35.253472222222214,"Shimasaki, Moore, Li+"
610,"1985L", ,"N 5033",198.36749999999998,36.59333333333333,70,875,".SAS5.",13.0,=,"IIL",198.34062499999996,36.60908333333333,"Metlova"
2002,"2001gd", ,"N 5033",198.36499999999998,36.59333333333333,70,875,".SAS5.",16.2,>,"IIb",198.34962499999997,36.63833333333333,"Itagaki"
832,"1992S", ,"LEDA1929383",214.42749999999998,31.049999999999997,51,,".S....",18.5,>," ",214.42691666666664,31.049999999999997,"Mueller"
1279,"1998D", ,"N 5440",210.75249999999997,34.75666666666666,70,3689,".S..1.",15.5,=,"Ia",210.74699999999996,34.748416666666664,"Qiu, Qiao, Li, Hu"
2398,"2002jo", ,"N 5708",219.56749999999997,40.45666666666666,71,2751,".S..7.",16.3,>,"Ia",219.56841666666665,40.45388888888888,"Dimai"
2258,"2002ee", ,"N 5772",222.91249999999997,40.599999999999994,65,4900,".SAR3.",18.4,>,"II",222.9189583333333,40.610361111111104,"Puckett, Toth"
2576,"2003dr", ,"N 5714",219.54999999999998,46.63833333333333,90,2237,".S..5.",17.9,>,"Ib/cPec",219.54637499999998,46.63427777777777,"Puckett, Toth; Schwartz, Holvorcem+"
1731,"2000cr", ,"N 5395",209.65749999999997,37.425,60,3491,".SAS3P",15.9,>,"Ic:",209.65987499999997,37.43691666666666,"Migliardi, Dimai"
787,"1991ak", ,"N 5378",209.20999999999998,37.8,38,3042,"PSBR1.",15.5,>,"Ia",209.2025833333333,37.792138888888886,"Wild"
2587,"2003ed", ,"N5303A",206.93749999999997,38.30499999999999,60,1419,".S..5.",15.2,>,"II",206.93908333333331,38.305611111111105,"Itagaki"
945,"1994Y", ,"N 5371",208.91499999999996,40.46166666666666,47,2558,".SBT4.",14.4,=,"IIn",208.9038333333333,40.464888888888886,"Wren"
2613,"2003fd", ,"U 8670",205.42499999999998,40.87499999999999,24,17911,".S..6.",17.4,>,"Ia",205.4320833333333,40.87736111111111,"Papenkova, Li+"
1020,"1996C", ,"M 08-25-47",207.68999999999997,49.33666666666666,58,8094,".SB...",16.6,=,"Ia",207.7025833333333,49.31880555555555,"Mueller"
1052,"1996ai",*,"N 5005",197.73499999999999,37.05833333333333,65,946,".SBT4.",16.9,=,"Ia:",197.7422083333333,37.05983333333333,"Bottari"
26,"1937C", ,"I 4182",196.45499999999998,37.605,24,321,".SAS9.",8.5,=,"Ia",196.47166666666664,37.60194444444444,"Zwicky"
2490,"2003ai", ,"I 4062",195.24499999999998,39.85833333333333,0,10493,".SB...",16.2,>,"Ia",195.24449999999996,39.85680555555555,"Swift, Ganeshalingam, Li+"
2883,"2004co", ,"LEDA2187969",202.14249999999998,41.85166666666666,,8394," ",17.4,>,"Ia",202.1417083333333,41.85227777777777,"SDSS Collaboration"
373,"1971I", ,"N 5055",198.95499999999998,42.035,54,504,".SAT4.",11.9,=,"Ia",198.95666666666665,41.9875,"Jolly, Clark"
1303,"1998ab",*,"N 4704",192.19499999999996,41.92166666666666,21,8134,".SBT4P",16.6,>,"IaPec",192.1968333333333,41.92452777777777,"Wei"
605,"1985F",*,"N 4618",190.38749999999996,41.14999999999999,40,544,".SBT7.",12.1,=,"Ib",190.38754166666664,41.15163888888888,"Fillippenko, Sargent"
2882,"2004cn", ,"ANON",186.86749999999998,42.34166666666666,,7195," ",21.1,>,"Ia",186.867125,42.34127777777777,"SDSS Collaboration"
2692,"2003ie", ,"N 4051",180.78999999999996,44.53166666666666,27,700,".SB.4.",15.2,>,"II",180.82562499999997,44.52627777777777,"Arbour"
2196,"2002bu", ,"N 4242",184.37749999999997,45.618333333333325,47,517,".SBS7.",14.8,>,"IIn",184.40491666666665,45.646499999999996,"Puckett, Gauthier"
176,"1960I", ,"U 7560",186.73499999999999,48.27499999999999,34,7889,".SB.5.",18.5,>," ",186.73929166666665,48.27466666666666,"Humason"
141,"1955R", ,"U 7740",188.67499999999998,49.324999999999996,84,,".S..5.",18.0,>," ",188.67704166666664,49.331888888888884,"Mueller"
526,"1981K", ,"N 4258",184.74249999999998,47.30499999999999,70,448,".SBS4.",16.0,>,"II:",184.74774999999997,47.32536111111111,"Hummel, Wild"
172,"1960E", ,"M 08-22-98A",184.40499999999997,47.88999999999999,43,,".S..3.",16.5,>," ",184.40441666666663,47.88716666666666,"Humason"
565,"1983O", ,"N 4220",184.04999999999998,47.883333333333326,73,914,".SAR0.",14.5,>," ",184.05541666666664,47.87933333333333,"Wild"
175,"1960H", ,"N 4096",181.50499999999997,47.474999999999994,81,566,".SXT5.",14.5,>,"I",181.53137499999997,47.51066666666666,"Wild, Humason"
758,"1991G", ,"N 4088",181.39749999999998,50.54166666666666,70,757,".SBT5.",15.7,=,"IIP",181.3702083333333,50.536583333333326,"Mueller"
1019,"1996B", ,"N 4357",185.99249999999998,48.77833333333333,72,4122,".SA.4.",17.7,>,"II",185.98583333333332,48.77833333333333,"Gabrijelcic"
2467,"2003J", ,"N 4157",182.76999999999998,50.48499999999999,90,774,".SB.3.",16.1,>,"II",182.7400833333333,50.47561111111111,"R.Kushida; Puckett, Newton"
929,"1994I", ,"N 5194",202.47249999999997,47.19499999999999,47,463,".SAS4P",13.7,=,"Ic",202.47549999999998,47.19180555555555,"Puckett, Armstrong; W.Johnson; Millar, Berry; Kushida"
1532,"1999ct", ,"ANON",198.26999999999998,46.26499999999999,,53963," ",20.8,>,"Ia",198.26899999999998,46.26463888888888,"Wise Observatory Optical Transients Search"
1054,"1996ak", ,"N 5021",198.02499999999998,46.19666666666666,68,8250,".SB.3.",18.0,>,"II",198.01841666666664,46.193999999999996,"Buil"
2203,"2002cb", ,"M 08-24-34",196.09499999999997,47.59666666666666,21,8856,".SB.5.",17.0,>,"IIn",196.09979166666665,47.5981111111111,"Boles"
1938,"2001dr", ,"N 4932",195.65749999999997,50.438333333333325,30,7088,".SAR5.",16.5,>,"II",195.66291666666663,50.44430555555555,"Gabrjelcic"
1853,"2001ai", ,"N 5278",205.41749999999996,55.669999999999995,41,7541,".SAS3$",17.0,>,"Ic",205.4139583333333,55.66808333333333,"Modjaz, Li +"
2474,"2003S", ,"LEDA048439",205.33249999999998,55.67833333333333,73,11700,".S..2.",18.0,>,"Ia",205.3312083333333,55.676805555555546,"Papenkova, Li +"
662,"1988N", ,"LEDA2563464",198.29249999999996,57.34499999999999,50,24013,".S....",18.0,>,"Ia",198.29116666666664,57.344361111111105,"Maury, Phinney, Reid"
1369,"1998cp", ,"P41513",187.97499999999997,52.40166666666666,27,6791,".S?...",18.0,>," ",187.96791666666664,52.394166666666656,"Schwartz"
1137,"1997Y", ,"N 4675",191.37499999999997,54.73499999999999,76,4806,".SB.3*",14.4,>,"Ia",191.3808333333333,54.73805555555555,"BAO Supernova Survey"
1744,"2000de", ,"N 4384",186.29999999999998,54.50666666666666,41,2513,".S..1.",16.0,>,"Ib",186.30074999999997,54.508083333333325,"Migliardi"
1735,"2000cv", ,"P39222",183.92,61.88999999999999,,6115,".E....",16.1,>,"Ia",183.92587499999996,61.88999999999999,"Schwartz"
943,"1994W", ,"N 4041",180.54999999999998,62.13833333333332,21,1234,".SAT4*",13.2,=,"IIPec",180.54554166666665,62.142444444444436,"Cortini, Villi"
1494,"1999bg", ,"I  758",181.05499999999998,62.50499999999999,52,1275,".SBT5.",15.5,>,"II:",181.03041666666664,62.50033333333332,"Lick Observatory Supernova Search"
1199,"1997ci", ,"ANON",189.30499999999998,62.088333333333324,,," ",23.5,>," ",189.305875,62.08902777777777,"High-Z Supernova Search Team"
1198,"1997ch", ,"ANON",189.36999999999998,62.11166666666666,,," ",23.5,>," ",189.37049999999996,62.11188888888888,"High-Z Supernova Search Team"
2471,"2003N", ,"ANON",189.28749999999997,62.18333333333332,,," ",25.9,>," ",189.28774999999996,62.18352777777777,"GOODS Treasury Team, Capak, Cowie, Hubble Higher-z Supernova Team, Hicken"
2583,"2003dy", ,"ANON",189.28749999999997,62.191666666666656,,," ",24.5,>," ",189.28816666666663,62.19138888888888,"GOODS Treasury Team, Hubble Higher-z Supernova Team"
2585,"2003ea", ,"ANON",189.29999999999998,62.209999999999994,,," ",25.4,>," ",189.30016666666663,62.21063888888888,"GOODS Treasury Team, Hubble Higher-z Supernova Team"
2511,"2003be", ,"ANON",189.1075,62.114999999999995,,," ",23.1,>," ",189.1082083333333,62.115444444444435,"GOODS Treasury Team, Hubble Higher-z Supernova Team"
2584,"2003dz", ,"ANON",189.16749999999996,62.13166666666666,,," ",25.1,>," ",189.16629166666664,62.13130555555555,"GOODS Treasury Team, Hubble Higher-z Supernova Team"
2601,"2003er", ,"ANON",189.13499999999996,62.12666666666666,,," ",23.2,>," ",189.1344583333333,62.12644444444444,"GOODS Treasury Team, the Hubble Higher-z Supernova Team"
2508,"2003bb", ,"ANON",189.10249999999996,62.143333333333324,,," ",25.6,>," ",189.1019583333333,62.14313888888888,"GOODS Treasury Team, Hubble Higher-z Supernova Team"
2582,"2003dx", ,"ANON",189.13249999999996,62.14666666666666,,," ",25.2,>," ",189.13229166666665,62.1468611111111,"GOODS Treasury Team, Hubble Higher-z Supernova Team"
2604,"2003eu", ,"ANON",189.02499999999998,62.18333333333332,,," ",24.7,>," ",189.0245833333333,62.18377777777777,"GOODS Treasury Team, the Hubble Higher-z Supernova Team"
2509,"2003bc", ,"ANON",189.15999999999997,62.16499999999999,,," ",24.0,>," ",189.1585833333333,62.164805555555546,"GOODS Treasury Team, Hubble Higher-z Supernova Team"
2606,"2003ew", ,"ANON",189.11499999999998,62.18999999999999,,," ",24.1,>," ",189.11574999999996,62.19030555555555,"GOODS Treasury Team and the Hubble Higher-z Supernova Team"
2231,"2002dd", ," ",,,,284803," ",24.2,>,"Ia",189.23062499999997,62.21280555555555,"Tsvetanov, Blakeslee, Ford, Magee, Illingworth, Riess, ACS Science Team"
2230,"2002dc", ,"ANON",189.20749999999998,62.21999999999999,,142401," ",23.2,>,"Ia:",189.20749999999998,62.22030555555555,"Magee, Bouwens, Illingworth, Ford, Benitez, Blakeslee, Cross, Gronwall, Tsvetanov, Clampin, Hartig"
2602,"2003es", ,"ANON",189.22999999999996,62.21999999999999,,," ",23.8,>," ",189.23079166666665,62.21997222222221,"GOODS Treasury Team, the Hubble Higher-z Supernova Team"
2597,"2003en", ,"ANON",189.13749999999996,62.22999999999999,,," ",25.5,>," ",189.13799999999998,62.23002777777777,"GOODS Treasury Team, the Hubble Higher-z Supernova Team"
2507,"2003ba", ,"ANON",189.06749999999997,62.209999999999994,,137905," ",23.7,>," ",189.06616666666665,62.210472222222215,"GOODS Treasury Team, Hubble Higher-z Supernova Team"
